id	content_type	sentence
9228	other	tenpo kama lili li pini la jan Ton li kama mama.
9229	other	jan Ton o, sina kama ala kama tan supa lape?
9230	other	jan Ton li wile e nasa pona tawa jan Mewi.
9231	other	jan Ton li toki tawa sama e ni: meli mi li tawa weka tan seme?
9232	other	jan Ton li toki tawa sama e ni: tan seme meli mi li tawa weka?
9233	other	jan Ton li esun ala.
9234	other	jan Ton li moku ala.
9235	other	jan Ton li pali ala e ni: sina pilin pona.
9236	other	jan Ton li wile ala e ijo ni.
9237	other	jan Ton li pini ala.
9238	other	jan Ton li kama jo ala e pona pini.
9239	other	jan Ton li kepeken len utala pi kule kasi.
9240	other	poka ni la jan Ton li pali lon tomo pi pona sijelo.
9241	other	jan Ton li pali wawa.
9242	other	jan Ton li pali lon ni.
9243	other	jan Ton o, sina wile lukin e ni.
9244	other	suno li kama pini la mi tawa tomo pi jan sewi.
9245	other	jan Toni li lon lupa.
9246	other	jan Toni li lon lupa tawa.
9247	other	jan Tony li jan mije lili pona en wawa.
9248	other	jan Ton li pilin pona.
9249	other	tenpo li suli ike.
9250	other	mi wile moli. taso mi sona ala e ni: mi moli la seme li kama.
9251	other	toki lon la mi tawa ni ala.
9252	other	mi toki e lon la, ona li meli olin mi.
9253	other	o pilin e lipu.
9254	other	o toki ante e lipu ni tawa toki Inli.
9255	other	mi toki ante e nimi ale pi linja nimi ni. ni li ike mute tan ni: kon pi linja nimi ni li ante mute a!
9256	other	kasi kiwen li weka. ma sin li kama.
9257	other	jan Tona Tun li olin nasa e ona sama.
9258	other	o sona e ni: jan Ton li wawa.
9259	other	toki lon li pakala wawa lon ma pi toki ike.
9260	other	o lukin lawa e sina.
9261	other	o lukin sona insa tawa lukin.
9262	other	o lukin e nasa pona sina.
9263	other	o tawa sike sin.
9264	other	o ken ala e ona, o ken sin e ona!
9265	other	o open e suno. mi lukin e ala.
9266	other	o open e suno.
9267	other	o tawa poka pi luka wawa.
9268	other	o tawa poka pi luka wawa lon ni.
9269	other	kulupu mama mute li lon ni.
9270	other	tu en tu li tu tu.
9271	other	ni li ken ala: sijelo tu li lon sitelen kon pi wan taso.
9272	other	jan lili tu li musi lon poka tomo.
9273	other	mi wile e suwi lete tu.
9274	other	pona sina la o pana e suwi lete tu tawa mi.
9275	other	pakala lon nasin li moli e jan tu.
9276	other	jan tu li kama moli lon pakala pi tomo tawa.
9277	other	meli tu li kalama musi.
9278	other	sike suno tu li kama suli lon kama ni: mi kama jo e pali pona.
9279	other	ijo Ulanpata li ma tomo lawa pi ma Monkolija.
9280	other	lon ala!
9281	other	ike a! soweli Elepanto li ken ala kalama musi uta pona.
9282	other	sitelen ni li pakala ale.
9283	other	wan li mute.
9284	other	"nimi ""USA"" li jo e kon pi nimi ""ma Mewika""."
9285	other	o kepeken e ilo toki.
9286	other	o kepeken e sona sina!
9287	other	o pali kepeken lawa sina!
9288	other	o kepeken sitelen insa sina.
9289	other	o kepeken nasin sina.
9290	other	o pali e ilo utala sina.
9291	other	mun Kiwen li jo ala e mun.
9292	other	kon li kama sin ala, la jan li ken ala toki insa pona li ken ala wan pona e insa lawa li ken ala lukin pona lon tenpo pimeja li ken ala poki e kon mute li pilin ike tan ike sijelo li wile lape.
9293	other	nasin sewi mute li toki e ni: jan li moli lon ma ni, la ale ona li awen lon ma ante.
9294	other	pona! sina jan seme?
9295	other	ijo Wijen li ma tomo lawa pi ma Esalasi.
9296	other	mi pilin e ni: jan li mije ala li meli ala la toki Walapi li ike tawa ona. taso toki Walapi li pona tawa ona.
9297	other	o awen lon tenpo lili.
9298	other	o awen lon weka mi!
9299	other	o awen e meli sama sina.
9300	other	o awen tawa tenpo sina.
9301	other	o awen e tawa sina.
9302	other	o pini e lape ona.
9303	other	o pini e lape pi jan Mewi.
9304	other	jan Ton, o pini lape! mi kama.
9305	other	o tawa pini poka pi tomo suli mute o kama lukin e tomo sona lon poka pilin sina.
9306	other	jan li ken pali e ni: utala suli li kama ala.
9307	other	ona li wan taso lon tomo anu seme?
9308	other	mama sama ona li awen lon ma tomo Lantan anu seme?
9309	other	ijo Wasinton li ma tomo lawa pi ma Mewika.
9310	other	ijo ni li musi anu seme?
9311	other	ona li meli tan ma Kanse anu seme?
9312	other	telo li seli mute ala mute?
9313	other	telo li seli mute anu seme?
9314	other	tenpo suno pini la jan Ton li lon ala lon tomo ona?
9315	other	tenpo suno pini la jan Ton li lon tomo ona anu seme?
9316	other	telo li jo e wan Witoken e wan Osiken.
9317	other	telo li pona.
9318	other	ni li tenpo pi kili Melono.
9319	other	tenpo pini la, mi mute li ala e utala toki.
9320	other	mi ale li ken pali tan wile. mi ken lon ike, anu lon pona ona.
9321	other	mi ali li sona e ni: nasin seme la sina pilin e sama.
9322	other	mi ali li sona e jan Ton.
9323	other	mi mute ali li lukin mute mute e ilo pi sitelen tawa.
9324	other	tenpo ali la mi mute li pilin monsuta tan ni: mi mute li sona ala e ni.
9325	other	mi ali li jan.
9326	other	mi mute li pana e ko jelo lon pan.
9327	other	mi mute li pilin pona.
9328	other	mi jo ala e selo.
9329	other	mi ali li sama tawa nasin lawa.
9330	other	mi mute li tan ma Tosi.
9331	other	ona mute li tawa lon tomo ma insa tawa moku e moku Piko.
9332	other	mi mute li wawa li pilin pona.
9333	other	mi kama sona e toki Epanja.
9334	other	mi mute li sama e pipi Papilon. tenpo suno wan la ona li tawa lon kon. taso ona li pilin e ni: tenpo ali la mi lon.
9335	other	mi mute li mije.
9336	other	lon lape la, mi mute li ala e jan pi pali en toki ante.
9337	other	mi mute li jan.
9338	other	mi mute li wile kama jo e jan tu.
9339	other	mi pilin ike tan ni: mije tu li weka.
9340	other	mi mute li meli.
9341	other	mi mute li sitelen.
9342	other	mi sitelen.
9343	other	tenpo ni la mi mute li sitelen.
9344	other	mi toki tawa jan ali e wile ni: ona li tawa weka.
9345	other	mi mute li moku e kili loje mute.
9346	other	mi mute li pilin e ni: jan sewi li lon.
9347	other	mi tu li pana e telo oko.
9348	other	mi tu li sona e ni.
9349	other	mi mute li kama tawa pali e ma tomo sin.
9350	other	mi mute li kama tan ni: mi mute li wile pana e pona.
9351	other	mi ken open.
9352	other	mi mute li ken kute.
9353	other	tenpo ala la mi ken toki pi mute ike e ni: ona li pana e pona tawa mi.
9354	other	mi ken wile taso.
9355	other	mi lon ni la mi ken lukin e ma tomo ale.
9356	other	mi mute li ken lukin e mun mute mute lon sewi.
9357	other	mi mute li ken ala awen e ona mute.
9358	other	mi en sina li ken ala toki lon tenpo ni.
9359	other	mi tawa sama pipi tawa jan ike.
9360	other	telo li kama ala tawa oko mi.
9361	other	mi mute li wile ala e ni.
9362	other	mi pana ala e mani.
9363	other	mi pali e pali mi.
9364	other	mi mute li jan ike.
9365	other	mi tu li jan ike.
9366	other	mi mute li jo ala mute e mani.
9367	other	mi jo e telo ala.
9368	other	mi wile ala.
9369	other	mi ale li sona ala e ni: tenpo suno kama la seme li kama.
9370	other	mi mute li wile ala toki tawa ona.
9371	other	mi mute li sona ala e toki Inli.
9372	other	mi moku e soweli.
9373	other	pini la mi lon mun Masu.
9374	other	tenpo kama la mi mute li wile pali e ni.
9375	other	mi kama sona e ni: ni li lon ala.
9376	other	mi mute li pana e moku tawa ona mute.
9377	other	mi mute li jan Tosi li pilin monsuta tan jan sewi taso.
9378	other	mi pana e ma tomo ni tawa jan Sopisi.
9379	other	mi mute li tawa tomo sewi poka sama.
9380	other	poka sama la mi mute li tawa tomo sewi.
9381	other	mi mute li tawa tomo sona tawa ni: mi mute li kama sona.
9382	other	mi weka e supa lape lon tenpo kama pi suli mute. tan ni la mi ken ala tawa lon tomo tawa linja.
9383	other	mi mute li jo e tenpo lete wawa.
9384	other	mi jo e tenpo musi kin lon ma Oselija.
9385	other	mi mute li musi poka ona mute.
9386	other	mi mute li wile tawa.
9387	other	mi mute li kama jo e lipu pi pona namako lon toki Tosi.
9388	other	mi mute li kama jo e wile namako sama.
9389	other	mi mute li jo e lawa ante.
9390	other	mi mute li jo e ona!
9391	other	nasin sewi pi mi mute li ken pali e ni: mi mute li olin ala e sama. taso ona li ken ala kin pali e ni: mi mute li olin e sama.
9392	other	mi ken lili kama jo e pini pona.
9393	other	mi jo e mani lili tawa lukin sona.
9394	other	mi mute li jo e mani lili tawa alasa sona.
9395	other	mi kama ken ala lukin e ona.
9396	other	mi mute li jo mute e pan e moku ko jelo.
9397	other	mi mute li moku lon tenpo pi suno sewi.
9398	other	mi jo e wile.
9399	other	mi mute li wile pali e ijo ante.
9400	other	mi wile pali sin e ni.
9401	other	mi wile pini e ni.
9402	other	mi wile alasa e sona.
9403	other	mi mute li wile pana e jan Ton tawa jan pi sona ni.
9404	other	mi mute li wile awen e ijo pimeja ni.
9405	other	mi wile kepeken supa.
9406	other	tenpo ni la, mi mute li sona ala e lon.
9407	other	mi mute li tawa ma Nota kin.
9408	other	tenpo pini la, mi mute li kute e sina.
9409	other	mi mute li kute e mu pi soweli lili.
9410	other	mi wile e ni: sina weka e ona tan lawa sina.
9411	other	mi toki e ni tawa ona: o kama tawa tomo mi.
9412	other	tenpo lili pini la mi esun e tomo sin.
9413	other	mi mute li awen pali wawa taso.
9414	other	mi toki pi lili taso.
9415	other	mi mute li wile e ni kin: sina toki e lon.
9416	other	mi mute li sona e mute.
9417	other	mi pilin e ni: sina nasa ala.
9418	other	mi mute li sona e ni: sina jo e ona.
9419	other	kama pona.
9420	other	jan pi kama sona o, toki!
9421	other	o kama pona tawa ma tomo Pasen.
9422	other	kama pona lon mun Seli!
9423	other	kama pona lon tomo moku ni!
9424	other	mi mute li tawa weka lon sinpin pi tenpo pimeja kama.
9425	other	tomo pi mi mute li pona tawa mi mute.
9426	other	tomo sona mi li pona tawa mi.
9427	other	tenpo suno pini ni la, mi mute li kute e kalama musi.
9428	other	mi mute li kute e kalama musi.
9429	other	mi mute li lon kulupu.
9430	other	tomo pi mi mute li jo e tomo lape tu wan.
9431	other	mi mute li jo e tomo lon ma Mewika.
9432	other	mi tu li jo e tomo lon ma Mewika.
9433	other	tomo pi mi tu li lon ma Mewika.
9434	other	mi mute li awen lon poka pi nasin telo.
9435	other	mi awen lon poka pi telo suli.
9436	other	mi mute li lawa e tomo tawa.
9437	other	mi sona e wile sina.
9438	other	tenpo kama lili la mi sona e lon.
9439	other	mi mute li kalama musi.
9440	other	mi mute li open lon sinpin pi tenpo pimeja ni.
9441	other	tenpo kama la mi mute li pilin e ijo ante.
9442	other	tenpo kama lili li pini, la mi mute li tawa li lukin e sina.
9443	other	mi mute li anpa e ona.
9444	other	mi mute li kama jo e pini pona.
9445	other	mi awen pini e lupa ale lon tomo.
9446	other	mi mute li olin e ona. ona li olin kin e mi mute.
9447	other	mi pali e sitelen.
9448	other	mi mute o open lon tenpo ni a!
9449	other	mi mute li lukin e sama lon tenpo suno ni.
9450	other	mi pilin ike tan weka ona.
9451	other	mi tawa weka tan ona. ona li tawa weka tan mi.
9452	other	mi mute li tawa e pali tawa lipu pana ante pi ilo sona.
9453	other	mi mute li tawa e pali tawa lipu sin.
9454	other	mi wile awen lon nasin lawa musi.
9455	other	mi mute o toki e ni: mi mute li ken kama wan.
9456	other	mi mute li wile weka e nasin ike.
9457	other	tenpo ni kin la, mi mute li wile pali.
9458	other	mi mute li pana e nimi Leke tawa soweli tomo pi mi mute.
9459	other	mi wile e supa.
9460	other	mi wile e ilo sitelen ma.
9461	other	mi mute li wile e pini pona ni.
9462	other	mi mute li wile e telo sin.
9463	other	mi mute li wile e ni: jan li wile pali.
9464	other	mi mute li wile lon poka pi jan Ton.
9465	other	mi wile kipisi e mani tawa esun ni.
9466	other	mi wile seli e lipu ali ni.
9467	other	mi mute li wile alasa e nasin weka.
9468	other	mi mute li wile pona e ni.
9469	other	mi wile kama sona e ni: ona li lon, li lon ala anu seme?
9470	other	mi mute li wile e ilo.
9471	other	mi wile kama jo pi tenpo lili e tomo tawa lon esun.
9472	other	mi mute li wile awen.
9473	other	mi wile awen.
9474	other	mi wile lape.
9475	other	mi mute li wile toki tan ona.
9476	other	mi wile pali e ni kepeken nasin ante.
9477	other	mi wile e ni: sina kama sin.
9478	other	tenpo ala la mi mute li toki nasin sewi.
9479	other	mi mute li toki tawa ona lon tenpo ala.
9480	other	mi pali e ijo tan ni taso: jan li toki tawa mi: sina wile pali e ni.
9481	other	telo kasi seli anu telo Kape li pona mute tawa mi.
9482	other	mi toki utala lon tenpo sin.
9483	other	mi mute li kama supa pi nena suli.
9484	other	mi ali li mama meli.
9485	other	mi ali li awen e sina.
9486	other	mi wile tawa kin.
9487	other	mi mute li pilin ike tan ni: meli pi mi mute li weka.
9488	other	mi ken lukin e kama pi ante sin.
9489	other	mi mute li jan pi sona mun.
9490	other	mi mute li pilin e ni: jan sewi li lon ala.
9491	other	mi mute li pilin e ni: sewi li lon ala.
9492	other	mi sona ala e jan sewi.
9493	other	mi mute li jan toki pi nasin lawa.
9494	other	mi tu li nasa.
9495	other	mi jan pi ma Kanata li olin e ma mi.
9496	other	esun ni li open ala lon tenpo suno ni.
9497	other	tenpo suno ni la esun ni li open ala.
9498	other	mi mute li jan ike.
9499	other	mi tu li jan ike.
9500	other	mi mute li pilin ala e ijo.
9501	other	mi mute li tan ma tomo Pasen.
9502	other	mi mute li tawa ma Nota.
9503	other	tenpo kama la, mi mute li jo e mani mute.
9504	other	tenpo kama la mi mute li ante e ijo.
9505	other	tenpo suno kama la mi lukin e mun sike ale.
9506	other	mi mute li tawa ma Tosi lon tenpo kama.
9507	other	mi mute li weka sama tan lukin.
9508	other	mi lon tomo pimeja.
9509	other	mi jo e mani mute la, mi pona e jan pi mani lili.
9510	other	mi mute li jan pi sona sin.
9511	other	mi mute li toki taso.
9512	other	mi jan pi sona toki.
9513	other	mi mute li sama jan sama.
9514	other	mi mute li sama jan sama.
9515	other	mi mute li kute e kalama musi Kelito.
9516	other	mi mute li ante ala tan jan Ton.
9517	other	mi mute li ken ala pali e ni.
9518	other	mi mute li suli ala.
9519	other	mi mute li wawa ala.
9520	other	mi jan pi sike suno mute.
9521	other	mi tawa ona.
9522	other	mi mute li jo ala e mani.
9523	other	mi jan pi lawa wawa.
9524	other	mi pilin ike tan ni: mi ken ala pana e pona tawa sina.
9525	other	mi awen lon.
9526	other	mi mute li pali kin.
9527	other	mi mute taso li ken kepeken e toki Kanse.
9528	other	ni la mi mute taso li ken toki kepeken toki Kanse.
9529	other	mi mute li awen.
9530	other	sina kama tawa suno lon tenpo Sekulo nanpa mute anu seme?
9531	other	sina pali e ijo anu seme?
9532	other	sina nasa ala nasa lon musi kulupu?
9533	other	sina nasa lon musi kulupu anu seme?
9534	other	tenpo pimeja pini la sina kama ala kama nasa?
9535	other	pipi jelo li pakala e sina anu seme?
9536	other	sina pali ala pali lon tenpo pimeja pini?
9537	other	tenpo pimeja pini la sina pali ala pali?
9538	other	tenpo pimeja pini la sina pali anu seme?
9539	other	tenpo pini la mi mute li musi kalama uta; ni li pona tawa mi mute.
9540	other	mi awen e waso lili. ona li kama anpa tan tomo lon kasi suli.
9541	other	tenpo suno ni la mi lukin e kulupu suli pi pipi Papilon pi kule jelo.
9542	other	mi mute li lukin e soweli Manki lon ma kasi tawa lukin e kulupu soweli.
9543	other	mi lukin e sitelen tawa ni. ona li pona mute tawa mi.
9544	other	tenpo pini la, mi mute li lukin lon ma kasi tan ni: mi mute li wile lukin e jan lili weka.
9545	other	mi wile pilin pona.
9546	other	mi mute li pana e soweli sin lon esun.
9547	other	mi esun e kili.
9548	other	mi mute li pali e ilo tawa ni: mi mute li alasa e soweli.
9549	other	mi pali e ilo tawa ni: mi alasa e soweli Pokisa.
9550	other	sina tawa weka, la mi ale li pilin e weka sina.
9551	other	ona li awen lon lawa pi mi mute.
9552	other	mi en ona o moku.
9553	other	mi o moku lon poka ona.
9554	other	mi mute o tawa musi kulupu.
9555	other	mi mute li wile olin e jan pi tenpo suli.
9556	other	mi mute li wile lukin pali e ni.
9557	other	mi open e ona.
9558	other	mi mute li open tawa.
9559	other	tenpo pini la, mi mute li kama sona lon toki Inli.
9560	other	tenpo suno ali la mi kama sona e toki Inli lon tomo sona.
9561	other	mi mute li kama sona kepeken wawa.
9562	other	nasa pona taso li ken e ni: mi mute li moli ala.
9563	other	mi toki e ni: ona li jan Mewika.
9564	other	mi mute li pilin e ni: sijelo sina li ike.
9565	other	tomo tawa kon pi mi mute li kama ma tomo Saporo tan ma tomo Tokijo.
9566	other	tomo tawa kon pi mi mute li tawa ma tomo Sapolo tan ma tomo Tokijo.
9567	other	mi mute li kama selo tan telo sewi lon anpa pi kasi suli.
9568	other	tenpo pini la mi tu li pali e ijo mute.
9569	other	mi mute li kama.
9570	other	jan ali li tawa weka tan mi mute.
9571	other	tenpo mun Janali pini li pini, la mi kama awen lon ni.
9572	other	mi mute li jo e toki pakala tan tomo tawa telo ni.
9573	other	mi mute li wile pini e lupa ni kepeken ijo.
9574	other	tenpo pini la mi tu li toki ni.
9575	other	tenpo sike tu wan la kulupu mi li lon ni.
9576	other	tenpo pini la, mi mute li lukin e jan pi ma sike ante.
9577	other	mi mute li toki ala tawa jan lili.
9578	other	mi awen lon weka sina.
9579	other	mi mute li tawa lon insa pi kasi Limon.
9580	other	mi wile e mani sin.
9581	other	mi mute li wile pona e ma tomo pi mi mute.
9582	other	mi wile e ni: jan Ton li kalama uta musi lon poka mi.
9583	other	mi telo e luka.
9584	other	tenpo pini la, mi mute li esun poka jan pona pi mi mute.
9585	other	mi tawa sewi, mi tawa noka kepeken tomo pi supa tawa.
9586	other	mi kama pona e ni lon pini.
9587	other	tenpo pini la, mi mute ali li wile ala e moli.
9588	other	kulupu pipi li utala e mi mute.
9589	other	mi mute li toki taso e lon.
9590	other	tenpo pini la, mi mute li jan pona taso.
9591	other	mi mute li musi taso.
9592	other	tenpo pini la mi mute li kama sona e toki Inli.
9593	other	mi mute li sama jan sama.
9594	other	mi mute li sama jan sama.
9595	other	mi mute li kama sona lon sinpin pi tenpo pimeja ale.
9596	other	mi tu li jo e pilin wan taso.
9597	other	nanpa wan la mi mute li toki tan pakala.
9598	other	mi pona e ni.
9599	other	telo sewi li kama ala, la mi tawa kepeken noka.
9600	other	mi wile lon tenpo pi suli mute e kama kulupu.
9601	other	mi pana e ken ni: ona li lukin pali.
9602	other	ken mute la mi mute li kama tawa tomo pi pini tawa Tokijo lon tenpo pi suno sewi.
9603	other	sitelen tawa ni li ike mute a!
9604	other	sitelen tawa ni li ike mute a!
9605	other	ma tomo Sanpansiko li pona lukin a!
9606	other	open pi tenpo suno ni li pona lukin mute!
9607	other	sike pi pona lukin a!
9608	other	pini suno ni li pona lukin a.
9609	other	ni li ike mute a!
9610	other	mi pilin e ike wawa a!
9611	other	jan Mewika li lukin ala e seme?
9612	other	sina mute li lukin e seme?
9613	other	tenpo ni la sina pali e seme?
9614	other	sina lon tomo pali mi tan seme?
9615	other	tenpo ni la sina pali e seme?
9616	other	sina pali e seme?
9617	other	sina wile toki e seme kepeken ni?
9618	other	sina wile toki e seme?
9619	other	sina lukin e seme?
9620	other	sina mute li lukin e seme?
9621	other	sina kalama musi e seme?
9622	other	tenpo suno kama pi pali ala la sina wile pali e seme?
9623	other	sina li esun e seme lon tomo esun lili sina?
9624	other	sina esun e seme?
9625	other	sina li seme?
9626	other	toki sina li seme?
9627	other	sina lukin e seme?
9628	other	ona li jan sona a!
9629	other	lipu sona ni li seme?
9630	other	mi ken pana e seme tawa sina?
9631	other	mi ken kepeken e seme?
9632	other	sina moku lon tomo moku Sonke seme?
9633	other	sina tan ma tomo seme?
9634	other	sina lon ma tomo seme?
9635	other	ona li toki e seme?
9636	other	jan pi pona sijelo li toki e seme?
9637	other	jan Ton li kalama musi e seme?
9638	other	sina pilin ala e seme?
9639	other	"""sina toki e seme?"" ""mi toki e ala."""
9640	other	soweli li sitelen lape e seme?
9641	other	soweli li sitelen lape e seme?
9642	other	ilo ni li pali e seme?
9643	other	sina ike tawa jan Ton tan seme?
9644	other	jan Ton li wile e ni tawa seme?
9645	other	sina pali e seme?
9646	other	tenpo ni la mi wile pali e seme?
9647	other	seme li mani tawa akesi?
9648	other	ona li ike tawa sina tan seme?
9649	other	seme li ike tawa sina?
9650	other	waso pi tenpo pimeja li moku e seme?
9651	other	mi wile moku e ijo. seme li lon?
9652	other	nimi sina pi telo ni li seme?
9653	other	lon toki Inli la, kasi kule li jo e nimi seme?
9654	other	sina pana e moku seme tawa soweli?
9655	other	sina mute li wile pali e seme?
9656	other	seme li lon luka sina?
9657	other	sina jo e seme lon luka sina?
9658	other	sina sona e seme pi ma Pasila?
9659	other	seme li pona tawa sina?
9660	other	pilin sina la ona li pali seme?
9661	other	sina la seme li kama?
9662	other	tawa sina la seme li kama?
9663	other	sina wile ante e seme?
9664	other	sina toki e seme?
9665	other	"""sina wile e seme?"" ""mi wile e soweli."""
9666	other	sina wile moku e seme?
9667	other	sina wile pana e seme tawa ona?
9668	other	sina wile toki e seme tawa mi mute?
9669	other	mi mute li wile pali sin e seme?
9670	other	sina ken toki e ijo ante seme tawa mi mute?
9671	other	sina wile e ni: mi toki e seme kin tawa jan Ton?
9672	other	sina musi e musi seme?
9673	other	musi seme li pona tawa ona?
9674	other	kama li ijo len ala.
9675	other	seme li kama tawa tomo tawa pi jan Ton?
9676	other	seme li kama? sina walo.
9677	other	ni kama la seme li kama?
9678	other	sina lon ma tomo ni tan seme?
9679	other	ona li pali e seme lon tenpo suno ni?
9680	other	tenpo suno ni la sina moku e seme?
9681	other	sina toki ala e seme tawa mi mute?
9682	other	sina lukin e seme lon ma tomo Tekusikapa?
9683	other	sina ike e sijelo sina, la seme? moku nasa li pana e ike sijelo mute.
9684	other	sina wile sona e seme?
9685	other	nimi pali li seme?
9686	other	tenpo ali la pali olin li awen lon poka ante tan pona en ike.
9687	other	ona li moku e seme?
9688	other	ona li moku e seme?
9689	other	seme lon ma pi kasi kule?
9690	other	mi pona tawa sina tan seme?
9691	other	nasa pona li seme?
9692	other	sin seme?
9693	other	seme li lon supa?
9694	other	ona li moku e seme?
9695	other	kepeken seme pi pona nanpa wan la jan li ken pini e utala?
9696	other	ma tomo lawa pi ma Awisi li seme?
9697	other	ante li seme?
9698	other	kon ale li tan seme?
9699	other	tawa jan la sitelen tawa seme li pona nanpa wan lon tenpo ni?
9700	other	telo tawa ni li jo e nimi seme?
9701	other	ma Elopa li jo e ma mute seme?
9702	other	ale li tan seme?
9703	other	ni li seme?
9704	other	tenpo pi mute seme la sina sike e suno?
9705	other	mi wile e sona seme?
9706	other	soweli Manki ni li pi kulupu seme?
9707	other	jan Ton li kama e ike seme tawa sina?
9708	other	sina pana e nimi pona tawa telo nasa seme?
9709	other	sona seme li ike?
9710	other	sona seme li pana e ala?
9711	other	jan li toki kepeken toki seme lon ma Anku?
9712	other	lon ma Mesiko la, ona mute li toki e toki seme?
9713	other	jan li toki kepeken toki seme lon ma Suwasi?
9714	other	sina toki e toki seme lon ma sina?
9715	other	jan li sitelen e ni kepeken toki seme?
9716	other	jan li sitelen e ni lon toki seme?
9717	other	ma Pasila la jan li toki lon toki seme?
9718	other	ma Anku la jan li toki lon toki seme?
9719	other	sina toki e toki seme?
9720	other	tan pi kama sina li seme?
9721	other	ona li ike tawa jan tan seme?
9722	other	ma li tawa sike tan seme?
9723	other	kon sewi li pona mute a!
9724	other	ona li wile sin e seme?
9725	other	mi kepeken e tomo tawa kulupu pi nanpa seme?
9726	other	sina pali e seme?
9727	other	sina wile tawa ma seme?
9728	other	sina wile tawa seme?
9729	other	sina lukin e seme?
9730	other	sina pali e seme lon tomo mi?
9731	other	sina pali e seme lon ma kasi ni?
9732	other	seme li suno, li mun?
9733	other	seme li sama sona pona? ala!
9734	other	seme li sama sona pona? ijo ala!
9735	other	seme li kama tawa mi mute?
9736	other	seme li sewi tawa sina?
9737	other	mi ken moku e seme?
9738	other	seme li lon ma Sonko?
9739	other	seme li lon insa pi poki ni?
9740	other	seme li lon esun?
9741	other	jan li ken ala kute la, ona li pilin e seme?
9742	other	nanpa Api mi li seme?
9743	other	len sijelo mi li mani seme?
9744	other	seme li sin?
9745	other	sina pali e seme?
9746	other	tenpo pini la, ona mute li jo e ilo utala seme?
9747	other	akesi seme pi kiwen pali li pakala e kiwen lawa pi ona mute li moku e lawa insa e sona kule?
9748	other	seme li sewi tawa soweli?
9749	other	kasi kule ni li seme?
9750	other	ni li seme?
9751	other	ma tomo lawa pi ma Sumi li seme?
9752	other	tomo tawa pi telo suli ni li tawa seme?
9753	other	ante insa nasin sewi en sona pi kon ale li seme?
9754	other	nena pi suli nanpa wan li seme?
9755	other	ale li tan seme?
9756	other	sina ken ala pana e sona tawa jan ante, la sona ni li pona tawa seme?
9757	other	jan ale li moli, la jan ale li lon tawa seme?
9758	other	sina wile sona e ni tan seme?
9759	other	tan li seme?
9760	other	nanpa li seme?
9761	other	jan pi pana sona li pana e sona seme?
9762	other	tenpo suno kama ni la, seli e mute seme?
9763	other	lipu sina sin li jo e nimi seme?
9764	other	ijo laso ni li seme?
9765	other	nimi pi tomo soweli ni li seme?
9766	other	jan Ton li pilin monsuta tan seme?
9767	other	seme li monsuta e jan Ton?
9768	other	tan seme la jan Ton li pilin monsuta?
9769	other	jan Ton li wile sona e seme?
9770	other	jan Ton li moku e telo seme?
9771	other	jan Ton li sama seme?
9772	other	jan Ton li toki e seme?
9773	other	jan Ton li wile pali e seme?
9774	other	mi pini tawa tan seme?
9775	other	seme pi pali mi li ike?
9776	other	sina lon ma Mewika tan seme?
9777	other	sina pali e seme?
9778	other	nimi sina li seme?
9779	other	nanpa pi tomo sina li seme?
9780	other	soweli Kane pi meli sama sina li jo e nimi seme?
9781	other	ona mute li pali e ijo ike.
9782	other	tenpo seme la sina tawa weka?
9783	other	tenpo seme la sina tawa tomo?
9784	other	tenpo seme la mi ken kama toki tawa sina kepeken ilo toki?
9785	other	tenpo seme la sina kama lon?
9786	other	sina kepeken e tenpo mute tan seme?
9787	other	sina lukin e ona la ona li pali e seme?
9788	other	seme li lon poki?
9789	other	tenpo pini la, mi toki e seme?
9790	other	tan pakala li seme?
9791	other	ma tomo lawa nanpa wan pi ma Potuka li seme?
9792	other	moli li kama lon tenpo seme?
9793	other	jan Ton li toki e seme?
9794	other	pali pini sina li seme?
9795	other	kama kulupu li seme?
9796	other	mama sina li sama e seme?
9797	other	tenpo pini la, sina pali e seme?
9798	other	ona mute li pali e seme tawa mi mute?
9799	other	sina kepeken len seme?
9800	other	ijo seme li pini e lape sina?
9801	other	jan li jan sama pi mama sina li mije ala li meli ala la nimi ona li seme?
9802	other	mama sina li mije ala li meli ala la nimi ona li seme?
9803	other	tenpo suno kama la sina wile pali e seme?
9804	other	sina lukin e ijo la ona li lon ala.
9805	other	sina toki e ijo. ni nasa e mi.
9806	other	jan li lukin pana e sona pi ijo pi sona ala la ona li wile weka e ike pi ijo pi ike ale.
9807	other	tenpo seme la jan li pana e lipu tawa esun?
9808	other	mi mute li moku lon tenpo seme? mi wile moku!
9809	other	sina weka e supa lape lon tenpo seme?
9810	other	tenpo seme la sina weka e supa lape?
9811	other	tenpo seme la sina li weka e lon ni?
9812	other	tenpo seme la jan Ton li ken pali e ni?
9813	other	tenpo seme la ona li tawa weka?
9814	other	tenpo seme la jan Ton li tawa weka?
9815	other	tenpo seme la sina kama pana e sona lon ni?
9816	other	sina kama jo lon esun e tomo tawa sina lon tenpo seme?
9817	other	tenpo seme la sina kule e sinpin tomo?
9818	other	tenpo seme la sina li kama sona e tawa lon telo?
9819	other	tenpo seme la sina lukin e mije?
9820	other	tenpo seme la sina kama sona e weka pi jan Ton?
9821	other	sina open e tomo esun sina lon tenpo seme?
9822	other	tenpo seme la jan lili sina li kama toki?
9823	other	lon li open lon tenpo seme?
